distribution,sample_size,arg1,arg2,ID
uniform,10000,0,7.267593777,2318
uniform,10000,0,43.23743876,2319
normal,10000,78.31323249,46.61917735,2320
binomial,100000,361,0.901909685,2321
normal,10000,51.26904722,11.55005813,2322
poisson,100000,30,,2323
uniform,10000,0,8.844304839,2324
binomial,100000,891,0.039082049,2325
normal,10000,42.97046786,10.65837411,2326
uniform,1000,0,25.2023572,2327
normal,10000,50.78783665,42.41666746,2328
binomial,10000,804,0.893203759,2329
binomial,1000,669,0.487609989,2330
weibull,1000,0.830224299,,2331
uniform,10000,0,26.11394832,2332
poisson,1000,60,,2333
uniform,100000,0,5.798018696,2334
binomial,1000,999,0.580749654,2335
binomial,1000,885,0.500356675,2336
binomial,100000,618,0.436117108,2337
normal,100000,82.16950762,45.87289464,2338
uniform,100000,0,36.94492968,2339
uniform,1000,0,15.55739023,2340
binomial,1000,770,0.314781836,2341
normal,1000,28.26890702,19.52539714,2342
uniform,100000,0,24.79924489,2343
weibull,10000,0.932601195,,2344
uniform,100000,0,23.22219305,2345
binomial,10000,592,0.561343972,2346
weibull,10000,0.491101785,,2347
poisson,100000,10,,2348
normal,100000,29.93453153,30.28865014,2349
weibull,100000,0.723223567,,2350
binomial,1000,457,0.477091706,2351
normal,1000,82.30849162,17.46855032,2352
poisson,1000,53,,2353
binomial,100000,905,0.671318846,2354
weibull,1000,0.700849598,,2355
binomial,1000,68,0.504365299,2356
weibull,100000,0.606337472,,2357
poisson,1000,42,,2358
normal,10000,77.33709112,20.29503811,2359
poisson,1000,91,,2360
uniform,1000,0,6.993638229,2361
weibull,100000,0.809145396,,2362
binomial,100000,131,0.554315512,2363
uniform,10000,0,39.93667031,2364
weibull,100000,0.913073569,,2365
poisson,10000,46,,2366
binomial,100000,970,0.197119148,2367
weibull,100000,0.858867141,,2368
poisson,1000,34,,2369
binomial,100000,680,0.907432438,2370
normal,10000,45.18865679,9.265605114,2371
uniform,1000,0,8.529953712,2372
weibull,1000,0.105653344,,2373
uniform,1000,0,23.57915756,2374
uniform,10000,0,46.59801382,2375
uniform,1000,0,1.632479553,2376
uniform,100000,0,48.66315097,2377
uniform,100000,0,33.15618167,2378
poisson,10000,44,,2379
binomial,1000,986,0.262908291,2380
binomial,1000,18,0.6959985,2381
weibull,10000,0.79105769,,2382
poisson,10000,26,,2383
normal,100000,52.59637103,24.62943671,2384
uniform,100000,0,47.25117235,2385
normal,100000,1.322562307,7.38651422,2386
normal,10000,55.45908335,3.983031571,2387
weibull,10000,0.443266679,,2388
poisson,1000,80,,2389
weibull,100000,0.841856301,,2390
poisson,1000,62,,2391
normal,100000,62.52901738,40.49586417,2392
normal,10000,64.47621625,22.52936062,2393
uniform,1000,0,40.62157769,2394
uniform,10000,0,26.1860303,2395
uniform,1000,0,41.11841112,2396
binomial,10000,16,0.933465336,2397
binomial,1000,442,0.966613487,2398
normal,10000,69.48409165,17.79658453,2399
normal,100000,80.50650748,8.519286936,2400
normal,1000,99.90491193,39.88393162,2401
normal,1000,95.40007673,49.54085135,2402
uniform,100000,0,38.95606691,2403
normal,100000,57.39271023,3.079320618,2404
weibull,1000,0.571295043,,2405
weibull,100000,0.141570507,,2406
normal,100000,96.83677213,16.05719697,2407
binomial,100000,610,0.138983978,2408
binomial,10000,972,0.422647307,2409
weibull,100000,0.974142968,,2410
poisson,100000,57,,2411
uniform,100000,0,48.07583859,2412
poisson,1000,31,,2413
weibull,10000,0.088672534,,2414
poisson,10000,36,,2415
binomial,10000,53,0.258025044,2416
weibull,100000,0.406688572,,2417
binomial,10000,930,0.97821958,2418
normal,100000,10.31146825,36.17715961,2419
normal,100000,77.50289315,18.48072836,2420
weibull,100000,0.226749861,,2421
binomial,100000,67,0.462853681,2422
normal,100000,73.06253004,18.57392552,2423
weibull,1000,0.615098624,,2424
normal,100000,47.54772141,42.27911445,2425
weibull,100000,0.189691811,,2426
normal,10000,31.51244128,28.56706829,2427
binomial,1000,706,0.56805034,2428
weibull,100000,0.988691279,,2429
normal,10000,3.267686026,26.49049763,2430
binomial,100000,121,0.616750419,2431
binomial,100000,553,0.595139733,2432
uniform,100000,0,22.76212662,2433
poisson,1000,6,,2434
weibull,1000,0.518915874,,2435
weibull,10000,0.461291138,,2436
uniform,10000,0,17.51456806,2437
uniform,1000,0,11.89920633,2438
weibull,10000,0.795057162,,2439
binomial,1000,139,0.400407731,2440
poisson,100000,57,,2441
normal,100000,3.805528647,13.83827903,2442
uniform,1000,0,31.87798175,2443
poisson,100000,13,,2444
poisson,10000,32,,2445
uniform,1000,0,22.02066658,2446
normal,10000,48.39571264,11.27773861,2447
normal,10000,50.25697831,24.90306829,2448
poisson,100000,26,,2449
binomial,10000,762,0.495210266,2450
normal,1000,6.027972383,28.19066445,2451
uniform,1000,0,21.72793386,2452
weibull,10000,0.711035988,,2453
weibull,100000,0.738960448,,2454
binomial,100000,376,0.002828408,2455
uniform,10000,0,13.15019492,2456
normal,100000,54.68472439,47.99838187,2457
weibull,10000,0.149481013,,2458
poisson,1000,52,,2459
normal,100000,25.96451341,46.91960735,2460
weibull,1000,0.111535711,,2461
poisson,1000,67,,2462
poisson,1000,67,,2463
poisson,1000,15,,2464
uniform,10000,0,23.38889235,2465
normal,100000,49.73094454,1.338181845,2466
normal,1000,39.84506784,45.2468081,2467
uniform,100000,0,38.06742881,2468
normal,10000,73.5944696,3.865819011,2469
uniform,10000,0,48.4875551,2470
binomial,100000,763,0.937483581,2471
normal,10000,16.22676558,25.61863555,2472
weibull,1000,0.856099548,,2473
binomial,1000,933,0.287488717,2474
normal,100000,32.82320388,0.454863903,2475
normal,1000,8.828923423,22.4830083,2476
uniform,1000,0,12.88493331,2477
normal,1000,32.32257711,17.63300989,2478
normal,10000,60.32921087,4.191389928,2479
weibull,1000,0.468863042,,2480
uniform,100000,0,14.12052092,2481
weibull,1000,0.914967373,,2482
uniform,100000,0,33.89810805,2483
uniform,1000,0,32.02180946,2484
normal,10000,24.09234528,11.72298825,2485
poisson,10000,10,,2486
binomial,1000,555,0.320115356,2487
weibull,10000,0.977116457,,2488
weibull,1000,0.588972465,,2489
uniform,1000,0,24.63805137,2490
weibull,100000,0.233541781,,2491
poisson,100000,30,,2492
uniform,100000,0,7.911791722,2493
weibull,10000,0.22757701,,2494
binomial,10000,504,0.301718587,2495
binomial,10000,305,0.767828911,2496
normal,10000,57.3952243,35.08629419,2497
uniform,10000,0,6.921007522,2498
normal,1000,39.10033875,21.39697482,2499
weibull,10000,0.740184659,,2500
normal,100000,25.42629556,33.27920073,2501
binomial,100000,755,0.44452099,2502
uniform,10000,0,37.28995832,2503
uniform,100000,0,4.702447814,2504
uniform,1000,0,37.05926484,2505
weibull,10000,0.019054609,,2506
uniform,100000,0,13.30609528,2507
uniform,10000,0,45.42093541,2508
poisson,1000,65,,2509
uniform,10000,0,14.05245659,2510
poisson,10000,48,,2511
normal,1000,54.11132301,33.16335157,2512
uniform,10000,0,4.824294723,2513
binomial,100000,819,0.276021519,2514
poisson,10000,56,,2515
normal,100000,65.94121577,37.05636898,2516
binomial,1000,816,0.014205007,2517
poisson,1000,84,,2518
uniform,10000,0,47.41645662,2519
binomial,100000,400,0.999644777,2520
poisson,10000,6,,2521
binomial,100000,744,0.523475621,2522
poisson,1000,62,,2523
weibull,1000,0.817303712,,2524
normal,100000,10.74064496,19.89652017,2525
normal,10000,8.600447885,44.87121498,2526
normal,10000,26.82114566,40.8566433,2527
uniform,1000,0,14.08303141,2528
poisson,100000,39,,2529
weibull,1000,0.814430463,,2530
binomial,10000,797,0.416538127,2531
weibull,1000,0.843582652,,2532
weibull,100000,0.963633495,,2533
uniform,100000,0,25.99424055,2534
weibull,100000,0.794463624,,2535
weibull,1000,0.008234506,,2536
poisson,1000,59,,2537
binomial,1000,919,0.773499314,2538
normal,100000,62.90599632,28.21139852,2539
uniform,10000,0,11.6707749,2540
poisson,10000,73,,2541
binomial,10000,658,0.166928977,2542
uniform,1000,0,10.17098136,2543
weibull,1000,0.236479273,,2544
binomial,10000,614,0.521692413,2545
binomial,1000,845,0.629368433,2546
weibull,10000,0.048930403,,2547
weibull,10000,0.950883024,,2548
weibull,100000,0.209607356,,2549
weibull,10000,0.915912212,,2550
normal,100000,69.17261322,17.46334943,2551
binomial,100000,662,0.815822069,2552
binomial,100000,241,0.441712182,2553
weibull,1000,0.490108223,,2554
weibull,1000,0.479151435,,2555
weibull,1000,0.224874109,,2556
binomial,100000,319,0.214764508,2557
weibull,10000,0.463135972,,2558
poisson,100000,11,,2559
uniform,10000,0,39.78969232,2560
normal,1000,40.27510082,8.145148084,2561
weibull,100000,0.582561543,,2562
binomial,10000,51,0.312766947,2563
uniform,100000,0,48.94459693,2564
uniform,100000,0,13.21707396,2565
binomial,1000,213,0.085267534,2566
weibull,1000,0.516737098,,2567
uniform,1000,0,10.30429551,2568
poisson,10000,38,,2569
uniform,1000,0,24.1546801,2570
weibull,100000,0.908624512,,2571
poisson,100000,37,,2572
weibull,10000,0.307552242,,2573
weibull,100000,0.80758973,,2574
poisson,100000,19,,2575
normal,1000,17.07880434,0.369352716,2576
weibull,10000,0.033267607,,2577
binomial,1000,665,0.026513686,2578
uniform,10000,0,15.93646008,2579
weibull,10000,0.286476117,,2580
weibull,10000,0.557740369,,2581
normal,100000,27.61659947,2.897461619,2582
normal,100000,71.55459188,43.74854204,2583
uniform,100000,0,39.14506323,2584
poisson,10000,42,,2585
weibull,10000,0.967354575,,2586
uniform,1000,0,2.621838406,2587
weibull,1000,0.760128985,,2588
poisson,1000,47,,2589
weibull,1000,0.913440873,,2590
binomial,1000,672,0.559777837,2591
weibull,1000,0.044851527,,2592
weibull,10000,0.262793228,,2593
uniform,10000,0,15.09826957,2594
normal,1000,79.95874411,36.06038596,2595
uniform,1000,0,25.60803431,2596
binomial,100000,317,0.722608861,2597
normal,100000,35.88048006,11.10888449,2598
weibull,1000,0.1355213,,2599
normal,100000,95.36586845,6.917648835,2600
weibull,100000,0.614554253,,2601
uniform,10000,0,6.590544476,2602
poisson,10000,96,,2603
weibull,100000,0.901841072,,2604
binomial,10000,931,0.288523177,2605
normal,10000,72.70919622,20.34357966,2606
poisson,100000,6,,2607
weibull,1000,0.903160432,,2608
poisson,1000,85,,2609
weibull,100000,0.855359623,,2610
poisson,10000,21,,2611
binomial,1000,366,0.263252591,2612
uniform,100000,0,3.129645653,2613
uniform,1000,0,22.17132336,2614
uniform,100000,0,46.44507737,2615
binomial,10000,317,0.296357554,2616
normal,10000,70.78666896,19.74859505,2617
normal,10000,26.55372473,13.20177899,2618
poisson,10000,15,,2619
poisson,1000,86,,2620
weibull,100000,0.301444416,,2621
uniform,1000,0,8.28792197,2622
binomial,1000,198,0.908044503,2623
poisson,1000,36,,2624
normal,1000,24.86811754,29.88286979,2625
poisson,100000,61,,2626
normal,10000,9.116192447,33.29523948,2627
normal,100000,50.80403573,14.94678547,2628
normal,1000,80.42039381,32.93612821,2629
binomial,1000,285,0.919070327,2630
poisson,10000,91,,2631
weibull,1000,0.20782411,,2632
uniform,1000,0,37.65845316,2633
normal,100000,22.45708944,48.71101169,2634
poisson,10000,65,,2635
uniform,10000,0,38.65486429,2636
uniform,100000,0,15.73648455,2637
poisson,1000,28,,2638
binomial,1000,65,0.429737404,2639
uniform,1000,0,4.348276682,2640
uniform,100000,0,35.94420813,2641
poisson,100000,28,,2642
binomial,1000,728,0.030766653,2643
weibull,100000,0.504194663,,2644
binomial,100000,358,0.546204353,2645
uniform,10000,0,45.77467458,2646
normal,100000,88.77011344,5.469802002,2647
weibull,10000,0.7961572,,2648
poisson,1000,32,,2649
normal,10000,85.6299568,34.6048155,2650
normal,1000,99.10056014,45.32284922,2651
uniform,10000,0,3.170031184,2652
poisson,1000,52,,2653
poisson,100000,90,,2654
binomial,10000,890,0.905421295,2655
normal,1000,72.02239673,31.79660817,2656
binomial,10000,163,0.932653496,2657
weibull,100000,0.46420248,,2658
binomial,1000,174,0.33578887,2659
normal,1000,4.857242423,47.75013249,2660
uniform,10000,0,1.486448578,2661
uniform,1000,0,35.70985601,2662
weibull,1000,0.319354709,,2663
binomial,10000,571,0.390821011,2664
normal,10000,37.70094333,26.86601956,2665
uniform,10000,0,20.0103659,2666
binomial,10000,585,0.297688617,2667
binomial,1000,537,0.910115213,2668
poisson,1000,53,,2669
normal,100000,45.77741047,31.18538514,2670
weibull,100000,0.686031258,,2671
weibull,100000,0.629638685,,2672
uniform,1000,0,41.48844616,2673
normal,1000,5.441795383,28.11124979,2674
poisson,1000,19,,2675
uniform,10000,0,28.18744642,2676
uniform,100000,0,43.1862221,2677
uniform,1000,0,23.03594759,2678
uniform,10000,0,37.97435353,2679
normal,100000,36.10949227,39.76765226,2680
uniform,1000,0,28.70573096,2681
normal,1000,22.09225892,48.18114929,2682
weibull,100000,0.124123973,,2683
uniform,1000,0,44.80109035,2684
poisson,10000,32,,2685
normal,1000,13.74952112,7.441677174,2686
weibull,1000,0.976012594,,2687
poisson,100000,16,,2688
normal,100000,29.82715925,14.70041679,2689
poisson,1000,45,,2690
normal,10000,36.98255571,4.742965623,2691
poisson,100000,40,,2692
normal,1000,46.48287206,37.44173573,2693
normal,100000,14.83199068,16.90020159,2694
normal,100000,64.30534792,35.24649713,2695
normal,1000,88.25606563,30.62540238,2696
poisson,100000,60,,2697
binomial,1000,634,0.493886419,2698
weibull,1000,0.519655927,,2699
binomial,10000,717,0.392225603,2700
poisson,10000,33,,2701
weibull,100000,0.761662613,,2702
binomial,1000,522,0.748615887,2703
poisson,1000,98,,2704
normal,10000,82.29037809,44.82834762,2705
weibull,100000,0.172838009,,2706
binomial,1000,73,0.120663788,2707
weibull,100000,0.012341729,,2708
poisson,100000,35,,2709
binomial,100000,931,0.629583718,2710
binomial,10000,505,0.805982616,2711
binomial,100000,447,0.761915325,2712
weibull,10000,0.975944819,,2713
poisson,1000,63,,2714
uniform,10000,0,47.93863915,2715
poisson,100000,19,,2716
normal,1000,74.33602018,36.55554644,2717
poisson,1000,16,,2718
weibull,1000,0.843831558,,2719
uniform,100000,0,38.71224105,2720
poisson,1000,4,,2721
normal,100000,76.56092574,25.87616151,2722
weibull,100000,0.663475837,,2723
uniform,1000,0,37.57017123,2724
binomial,100000,866,0.267403577,2725
binomial,1000,298,0.001268148,2726
weibull,1000,0.710341151,,2727
weibull,100000,0.77557299,,2728
binomial,1000,109,0.242617168,2729
uniform,1000,0,8.235063162,2730
binomial,10000,858,0.540032802,2731
poisson,100000,47,,2732
poisson,1000,4,,2733
poisson,100000,86,,2734
poisson,10000,78,,2735
binomial,100000,291,0.059275407,2736
poisson,1000,16,,2737
normal,1000,43.14822614,0.453020118,2738
normal,100000,39.69051858,45.58173372,2739
normal,10000,66.46771726,37.30271667,2740
binomial,10000,589,0.888155175,2741
normal,100000,20.2971912,16.23465308,2742
uniform,1000,0,44.09424996,2743
uniform,10000,0,49.85862737,2744
binomial,10000,571,0.571118544,2745
weibull,1000,0.502195321,,2746
weibull,100000,0.679833214,,2747
poisson,100000,40,,2748
normal,1000,56.12439723,37.2445777,2749
binomial,10000,554,0.006933504,2750
poisson,100000,87,,2751
normal,10000,49.49079726,17.25266695,2752
poisson,1000,39,,2753
binomial,10000,921,0.565545245,2754
poisson,100000,88,,2755
poisson,1000,95,,2756
normal,1000,86.4603157,13.49658353,2757
binomial,100000,274,0.652187993,2758
binomial,1000,427,0.28774475,2759
uniform,1000,0,27.87561568,2760
normal,1000,69.77793471,49.22384196,2761
poisson,10000,24,,2762
weibull,1000,0.106982699,,2763
binomial,100000,861,0.474581682,2764
uniform,100000,0,36.14554931,2765
normal,1000,57.30497441,34.42462533,2766
normal,10000,76.37720759,32.96084582,2767
normal,1000,58.48823818,48.08578485,2768
normal,10000,72.71497476,45.27807587,2769
binomial,100000,778,0.600720836,2770
poisson,100000,85,,2771
weibull,1000,0.230275249,,2772
uniform,100000,0,22.78764259,2773
weibull,100000,0.509996958,,2774
poisson,10000,37,,2775
binomial,1000,691,0.347755487,2776
weibull,10000,0.922400551,,2777
binomial,1000,681,0.650331087,2778
weibull,1000,0.88581609,,2779
normal,1000,82.04853254,9.957722553,2780
uniform,10000,0,36.80968689,2781
normal,1000,90.59473935,25.93314883,2782
poisson,100000,65,,2783
normal,10000,1.718256634,22.30777243,2784
weibull,1000,0.338463055,,2785
poisson,1000,17,,2786
uniform,10000,0,42.2754298,2787
poisson,100000,59,,2788
normal,1000,32.52524809,5.070084138,2789
uniform,100000,0,47.88309187,2790
uniform,1000,0,31.65707475,2791
uniform,100000,0,36.80958688,2792
poisson,1000,15,,2793
binomial,10000,486,0.692166608,2794
normal,10000,47.80390772,7.652745499,2795
binomial,100000,418,0.335420523,2796
weibull,10000,0.671546038,,2797
weibull,1000,0.18387046,,2798
normal,1000,39.45230025,29.91325404,2799
binomial,10000,704,0.74768601,2800
poisson,1000,27,,2801
normal,1000,32.40779734,49.37569873,2802
uniform,10000,0,9.283993103,2803
poisson,1000,45,,2804
binomial,10000,700,0.985617725,2805
normal,10000,87.02002794,11.53477075,2806
binomial,1000,158,0.581136397,2807
uniform,1000,0,4.885557762,2808
weibull,100000,0.179541593,,2809
poisson,1000,79,,2810
binomial,1000,455,0.323385197,2811
poisson,100000,60,,2812
binomial,10000,725,0.409517791,2813
weibull,100000,0.121899854,,2814
weibull,10000,0.303704569,,2815
binomial,1000,322,0.638863694,2816
poisson,100000,69,,2817
weibull,100000,0.162427774,,2818
binomial,100000,147,0.106582739,2819
binomial,1000,670,0.251231044,2820
normal,1000,85.71330408,41.87243348,2821
binomial,100000,988,0.984499556,2822
weibull,1000,0.700763993,,2823
normal,1000,32.31854211,10.99982841,2824
poisson,1000,85,,2825
binomial,10000,715,0.150813359,2826
uniform,1000,0,29.37114399,2827
uniform,10000,0,29.03917961,2828
binomial,10000,874,0.62561246,2829
binomial,1000,514,0.508444639,2830
binomial,100000,860,0.731848061,2831
weibull,1000,0.294780473,,2832
weibull,10000,0.196561058,,2833
normal,10000,81.0600118,26.7107088,2834
weibull,10000,0.792908429,,2835
poisson,10000,94,,2836
weibull,10000,0.878950996,,2837
poisson,100000,62,,2838
uniform,1000,0,28.64978236,2839
weibull,10000,0.327016393,,2840
binomial,1000,166,0.164884374,2841
poisson,10000,9,,2842
poisson,1000,88,,2843
normal,10000,15.85352131,7.983378794,2844
binomial,100000,863,0.489995472,2845
binomial,10000,994,0.829276718,2846
binomial,1000,975,0.82681729,2847
weibull,1000,0.090062232,,2848
weibull,10000,0.87336045,,2849
poisson,100000,55,,2850
normal,100000,26.08247838,33.71615926,2851
binomial,100000,237,0.657355666,2852
normal,100000,8.164204709,42.42079222,2853
weibull,1000,0.070453059,,2854
binomial,10000,268,0.157326702,2855
weibull,100000,0.603324435,,2856
uniform,100000,0,44.65365978,2857
uniform,1000,0,16.94234912,2858
poisson,1000,8,,2859
binomial,1000,145,0.530328127,2860
weibull,100000,0.213897636,,2861
poisson,10000,30,,2862
weibull,1000,0.760078331,,2863
normal,100000,74.24465862,43.48792704,2864
weibull,100000,0.036006599,,2865
poisson,1000,89,,2866
binomial,100000,571,0.424684005,2867
poisson,1000,74,,2868
normal,100000,65.35124076,42.69603611,2869
normal,10000,98.46577003,4.155301669,2870
weibull,1000,0.756330217,,2871
weibull,100000,0.523148255,,2872
